sentence_id	sentence	label
MIS_30-curl_01_004	“International law professor Kais Saied, the independent candidate, achieved a broad victory over his rival, Nabil Karoui, the candidate of the “Qalb Tounes” party, with a percentage of more than 76 percent of the votes in the second round of the presidential elections, while the candidate of the “Qalb Tounes” party won Nabil Karoui received 23.1 percent.”	OBJ
MIS_19-curl_03_003	In addition, residents of different countries will be able to see the Northern Lights, as well as the longest night.	OBJ
MIS_1046-curl_02_001	He shared the hashtag “Erdogan Abu Lost Submarine” on the most trending list on Twitter, after Turkey lost contact with two submarines belonging to the country’s navy off the Libyan coast, which sparked laughter and ridicule from the tweeters who posted the comic and laughing comments.	SUBJ
MIS_239-curl_04_016	In the same context, the “Holy Imam Hussein Shrine” in Iraq said in a statement today, Thursday, that it had decided not to hold Friday prayers for this week in the city of Karbala, due to concerns related to the Corona virus.	OBJ
MIS_1195-curl_04_014	This came as a result of Qatar's long-term support for terrorist and extremist groups, and its continued attempts to destabilize the region.	SUBJ
MIS_2830-eurl_04_021	They distinguished themselves in prominent professions such as money exchange and gold and silver trading	OBJ
MIS_2094-eurl_01_007	But it seems that the second largest African country in terms of population (more than 100 million people, behind Nigeria) is heading towards a protracted conflict in the region.	SUBJ
MIS_281-curl_07_005	The ministry said in a statement that the second confirmed infection was “imported” and belongs to a 65-year-old Tunisian citizen who came from Italy.	OBJ
AFP_903-curl_04_004	“I came to a friend’s wedding,” Michel said.	OBJ
MIS_2454-eurl_02_014	And in a parallel world in Egypt, which is ruled by Sisi	SUBJ
MIS_1027-eurl_01_033	What action can Egypt take apart from a military solution?	SUBJ
MIS_561-curl_01_001	On Tuesday, Messengers Without Borders revealed its 2020 Press Freedom Index report, which shows continued hostility toward journalists in many regions around the world.	OBJ
MIS_774-curl_02_001	A new plan in Japan will support trips to the country in an attempt to bring tourists back after the Corona virus pandemic, according to the British newspaper “Daily Mail”.	OBJ
AFP_696-eurl_03_010	“The Palestinian Imam Ibrahim Abu Naji also welcomed us and said: “We have in Germany alone more than 70 to 80 centers distributing the Qur’an for free, and brothers and volunteers help us in disseminating it.” When we told him that a large portion of the extremist Salafist youth who traveled to Syria and Iraq to join the “Islamic State” organization. They were linked, in one way or another, to the “Iqra” publishing house and to campaigns to distribute free Qur’ans. Abu Naji denied knowledge of such details, and said, “I do not know anything about this. As for me, I am opposed to traveling to Syria and Iraq for the sake of fighting, but I do not have any information.” Abu Naji said that he does not have a television or radio in his home, and therefore he is not interested in these details.	OBJ
AFP_427-curl_02_007	Viewing rates are higher than those following Saeed’s speech	OBJ
MIS_239-curl_04_010	The sects confirmed that closing the cradle and not receiving tourists and pilgrims, starting at four in the afternoon, will be within the framework of the emergency plan that was adopted to confront the Corona virus.	OBJ
MIS_213-curl_04_007	Former President Hosni Mubarak is the fourth president of the Arab Republic of Egypt. He assumed power to succeed the late President Mohamed Anwar Sadat, following his assassination in the platform accident, where he remained president of the republic for about 31 years, until he gave up power due to popular protests in January 2011, and thus he is considered the longest. Remaining in power since the era of Muhammad Ali.	OBJ
MIS_2200-eurl_04_094	Osama bin Laden: This means that we are connected to the entire Islamic world, whether in Yemen, in Pakistan or anywhere. We are part of one nation, and by the grace of God, those who are convinced and motivated to wage jihad increase in number every day, and their numbers are promising. So for us in Yemen and other than Yemen, In Yemen, we have strong and ancient relations, thanks to God Almighty, in addition to the fact that our roots and those of our father go back to Yemen.	OBJ
MIS_1093-curl_02_002	This conclusion was reached by a team of scientists headed by Glenn Jeffrey, a professor at the Institute of Ophthalmology at King's College London.	OBJ
MIS_239-curl_03_005	The Israeli Ministry of Health announced that 15 cases of Coronavirus were recorded among Israelis returning from abroad.	OBJ
FAT_1139-eurl_01_030	He pointed out that it is not possible to verify 100% of the authenticity of an image or video, as the process of modifying and installing images may be very complicated at times. Some scammers resort to a very simple “technique” to mislead Internet users, as they publish old images on social networking sites and isolate them. From its original context and linking it to other events, or linking it to an event that occurred in one country when in fact it was taken in another country.	OBJ
MIS_199-curl_01_015	Dr. Issam Al-Roubi, the Al-Azhar scholar and specialist in Qur’anic studies and interpretation sciences, was shocked when he learned that the President of Turkey had imposed a unified call to prayer on his people, mosques and channels, and said, “Is what you are saying true?”	SUBJ
AFP_674-curl_03_001	Chinese authorities have destroyed thousands of mosques in Xinjiang, an Australian research center said Friday, in the latest report on widespread human rights violations in the troubled region.	SUBJ
MIS_2941-eurl_02_016	Firstly, the logistical problems and difficulties, as there are no longer planes that can transport refugees from Greece to other European countries that have agreed to receive them.	OBJ
FAT_634-curl_05_003	But the monk survived the accident that could have ended tragically, saying: “God saved me, it is a miracle.”	SUBJ
FAT_1108-eurl_07_001	The Ras Al Khaimah Police General Command announced the death of an Asian woman in her thirties as a result of her severe injuries after sustaining various injuries throughout her body as a result of her fall from the top of the mountain while she was heading on a recreational trip with her husband and their friends in Ras Al Khaimah.	OBJ
FAT_1136-eurl_06_006	The decision came after Saudi Arabia suspended the performance of Umrah in March due to fears of the spread of the virus in the holiest Islamic cities.	OBJ
MIS_427-curl_06_007	“It is noteworthy that this aid comes based on Egypt’s pioneering role towards friendly countries around the world, and providing permanent support and solidarity in times of adversity and crises.”	OBJ
MIS_2043-eurl_01_011	However, the most important thing that the Rome Treaty brought about was its establishment of new working mechanisms of interest to the emerging Union, as it stipulated the creation of a European Commission independent of the governments of the countries that established it, with the right of exclusive initiative, and within it the Council of the European Union enjoyed the authority to make binding decisions.	OBJ
